Giá,Diện tích,Số phòng ngủ,Số toilet,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
25.0,340.0,4,0,"413A Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-10-03,2023-10-18,13409,Quận 3,Đường Lê Văn Sỹ,92
30.0,107.0,5,4,"26/2C Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",2023-09-16,2023-10-01,13048,Quận Tân Bình,Đường Nguyễn Minh Hoàng,57
40.0,80.0,2,3,"288G Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",2023-09-20,2023-10-05,13093,Quận 3,Đường Nam Kỳ Khởi Nghĩa,35
35.0,80.0,2,3,"67D Đường Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-05-15,2023-05-30,6530,Quận Bình Thạnh,Đường Vạn Kiếp,54
45.0,180.0,2,3,"68P Đường Lê Văn Sỹ, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-10-13,2023-10-28,14025,Quận Phú Nhuận,Đường Lê Văn Sỹ,41
23.0,40.0,5,4,"446/23 Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",2023-09-13,2023-09-28,12979,Quận 3,Đường Lê Văn Sỹ,53
80.0,60.0,4,4,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",2023-10-30,2023-11-14,15086,Quận 3,Đường Nguyễn Thị Minh Khai,15
25.0,72.0,3,2,"15, Đường Trương Vĩnh Ký, Phường Tân Thành, Tân Phú, Hồ Chí Minh",2023-12-05,2023-12-19,17767,Quận Tân Phú,Đường Trương Vĩnh Ký,22
21.0,270.0,0,0,"336/ Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-08-19,2023-09-03,12191,Quận Bình Thạnh,Đường Phan Văn Trị,60
37.0,450.0,4,0,"283/9a Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",2023-08-28,2023-09-12,12624,Quận 10,Đường Cách Mạng Tháng Tám,63
19.0,67.0,4,5,"192C Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-02-11,2023-02-26,1987,Quận Bình Thạnh,Đường Phan Văn Trị,49
24.0,60.0,3,3,"281/ Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-06-13,2023-06-28,8120,Quận Tân Bình,Đường Lê Văn Sỹ,24
45.0,150.0,0,0,"152/6a Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh",2023-07-08,2023-07-23,9862,Quận 10,Đường Thành Thái,49
19.0,65.0,4,4,"139/9B Đường Phan Đăng Lưu, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-08-31,2023-09-15,11874,Quận Phú Nhuận,Đường Phan Đăng Lưu,52
26.0,60.0,4,4,"489/1A Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-08-25,2023-09-09,11480,Quận Phú Nhuận,Đường Phan Xích Long,52
12.0,76.0,0,0,"150/2D Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-06-30,2023-07-15,9533,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,49
40.0,100.0,3,4,"Đường Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",2023-09-16,2023-10-01,13040,Quận 3,Đường Hai Bà Trưng,48
22.0,63.0,4,5,"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-08-07,2023-08-22,11594,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,52
27.0,113.0,4,3,"Đường Sư Vạn Hạnh, Phường 13, Quận 10, Hồ Chí Minh",2023-09-21,2023-10-06,13111,Quận 10,Đường Sư Vạn Hạnh,42
22.0,77.0,4,4,"126G Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-06-10,2023-06-25,7818,Quận Phú Nhuận,Đường Phan Đăng Lưu,41
24.0,99.0,0,0,"126K Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-08-29,2023-09-13,12667,Quận Phú Nhuận,Đường Phan Đăng Lưu,23
24.0,99.0,0,0,"126K Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-08-22,2023-09-06,12401,Quận Phú Nhuận,Đường Phan Đăng Lưu,41
20.0,66.0,4,4,"126L Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-02-23,2023-03-10,3068,Quận Phú Nhuận,Đường Phan Đăng Lưu,37
20.0,71.0,4,4,"150/10b Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-02-23,2023-03-10,2967,Quận Phú Nhuận,Đường Đặng Văn Ngữ,32
26.0,80.0,5,4,"343/7B Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-03-16,2023-03-31,4525,Quận 10,Đường Sư Vạn Hạnh,45
29.0,80.0,3,4,"176/6c Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-08-31,2023-09-15,12769,Quận Phú Nhuận,Đường Trần Huy Liệu,56
23.0,81.0,4,4,"69/12a Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-09-01,2023-09-16,9564,Quận Bình Thạnh,Đường Nguyễn Gia Trí,63
20.0,80.0,4,3,"100/8B Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",2023-05-22,2023-06-06,6170,Quận Phú Nhuận,Đường Thích Quảng Đức,71
15.0,34.0,2,3,"271 Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-07-17,2023-08-01,10428,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,30
24.0,67.0,4,4,"343/8A Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-04-28,2023-05-13,5057,Quận Phú Nhuận,Đường Phan Xích Long,77
18.0,60.0,4,3,"Đường Nguyễn Sơn, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",2023-10-25,2023-11-09,14783,Quận Tân Phú,Đường Nguyễn Sơn,35
16.0,60.0,4,3,"71/10C Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",2023-10-14,2023-10-29,14119,Quận Tân Bình,Đường Nguyễn Bặc,60
23.0,71.0,4,4,"176/8A Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-05-15,2023-05-30,6560,Quận Phú Nhuận,Đường Lê Văn Sỹ,33
100.0,160.0,0,0,"28 Đường Số 4 Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",2023-06-21,2023-07-06,8861,Quận 10,Đường 3/2,33
18.0,72.0,0,0,"152/6 Đường Nguyễn Trọng Tuyển, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-09-27,2023-10-12,13223,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,17
40.0,390.0,6,5,"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-09,2023-12-23,18369,Quận 1,Đường Thạch Thị Thanh,11
13.0,60.0,2,2,"265/2A Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-03-09,2023-03-24,4106,Quận Bình Thạnh,Đường Nơ Trang Long,88
29.0,90.0,5,4,"29/6A Đường Đoàn Thị Điểm, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-08-30,2023-09-14,11396,Quận Phú Nhuận,Đường Đoàn Thị Điểm,101
14.0,60.0,3,2,"80/20 Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",2023-03-25,2023-04-09,4936,Quận 3,Đường Trần Quang Diệu,85
17.0,77.0,3,4,"167/22E Đường Ngô Tất Tố, Phường 22, Bình Thạnh, Hồ Chí Minh",2023-10-14,2023-10-29,14129,Quận Bình Thạnh,Đường Ngô Tất Tố,80
35.0,200.0,7,0,"Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh",2023-12-07,2023-12-21,17963,Quận 10,Đường Thành Thái,11
20.0,68.0,4,4,"72/39B Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",2023-09-16,2023-10-01,13049,Quận Phú Nhuận,Đường Phan Đăng Lưu,44
40.0,52.0,2,3,"Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, Hồ Chí Minh",2023-11-08,2023-11-23,15638,Quận 1,Đường Trần Đình Xu,42
21.0,77.0,4,4,"67A Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",2023-08-17,2023-09-01,12080,Quận Tân Bình,Đường Nhất Chi Mai,50
47.0,113.0,5,5,"D6 Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",2023-10-02,2023-10-17,13037,Quận 10,Đường Bạch Mã,37
30.0,64.0,3,4,"453 Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-05-08,2023-05-23,6246,Quận 3,Đường Lê Văn Sỹ,37
35.0,75.0,5,5,"12B Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-03-10,2023-03-25,4184,Quận Phú Nhuận,Đường Hoa Lan,43
29.0,100.0,0,0,"Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",2023-03-24,2023-04-08,4883,Quận 3,Đường Nguyễn Thiện Thuật,56
40.0,132.0,5,6,"11B Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-04-10,2023-04-25,5390,Quận Phú Nhuận,Đường Hồ Biểu Chánh,55
38.0,72.0,4,5,"12a Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",2023-05-03,2023-05-18,6114,Quận 3,Đường Số 2 Cư xá Đô Thành,65
18.0,68.0,2,2,"337/16a Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-03-10,2023-03-25,4163,Quận Tân Bình,Đường Lê Văn Sỹ,39
13.0,65.0,2,2,"311/2a Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-03-11,2023-03-26,4236,Quận Bình Thạnh,Đường Nơ Trang Long,80
26.0,224.0,6,4,"830/10A Đường Sư Vạn Hạnh, Phường 13, Quận 10, Hồ Chí Minh",2023-07-12,2023-07-27,9956,Quận 10,Đường Sư Vạn Hạnh,50
36.0,104.0,4,4,"11C Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",2023-08-17,2023-09-01,12070,Quận Tân Bình,Đường Hoàng Hoa Thám,55
25.0,68.0,4,3,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",2023-07-25,2023-08-09,10994,Quận 3,Đường Nguyễn Đình Chiểu,45
17.0,77.0,4,3,"30/5A Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-03-03,2023-03-18,3860,Quận Tân Bình,Đường Hoàng Hoa Thám,33
18.0,70.0,3,3,"Đường Phạm Văn Hai, Phường 2, Tân Bình, Hồ Chí Minh",2023-02-23,2023-03-10,2337,Quận Tân Bình,Đường Phạm Văn Hai,75
17.0,56.0,4,4,"145/10A Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-03-13,2023-03-28,4287,Quận Phú Nhuận,Đường Nguyễn Đình Chính,41
25.0,100.0,5,4,"343/3a Đường Phan Xích Long, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-08-23,2023-09-07,12479,Quận Phú Nhuận,Đường Phan Xích Long,42
38.0,400.0,5,5,"Đường Đặng Dung, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-18,2024-01-01,19810,Quận 1,Đường Đặng Dung,8
35.0,300.0,3,5,"Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh",2023-12-08,2023-12-22,18260,Quận Tân Bình,Đường Hoàng Văn Thụ,6
19.0,68.0,4,3,"Đường Giải Phóng, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-25,2023-09-09,12560,Quận Tân Bình,Đường Giải Phóng,43
25.0,64.0,0,0,"305/5f Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-09-09,2023-09-24,12910,Quận Tân Bình,Đường Lê Văn Sỹ,44
22.0,75.0,5,3,"60a Đường Hoa Đào, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-05-04,2023-05-19,6166,Quận Phú Nhuận,Đường Hoa Đào,113
18.0,68.0,4,4,"162/6C Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-06-22,2023-07-07,8950,Quận Phú Nhuận,Đường Phan Đăng Lưu,48
19.0,60.0,4,0,"377/ Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",2023-07-11,2023-07-26,9946,Quận Bình Thạnh,Đường Lê Quang Định,68
17.0,64.0,4,4,"226/7A Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-03-21,2023-04-05,4717,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,34
23.0,67.0,4,4,"18/ Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",2023-08-30,2023-09-14,12694,Quận 3,Đường Trần Quang Diệu,51
18.0,77.0,4,4,"51C Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-05-12,2023-05-27,5289,Quận Phú Nhuận,Đường Trần Khắc Chân,62
25.0,125.0,0,0,"52/5E Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",2023-09-14,2023-09-29,12994,Quận Bình Thạnh,Đường Trần Bình Trọng,57
17.0,60.0,4,3,"491/10A Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-08-31,2023-09-15,9922,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,60
24.0,75.0,5,0,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-06-23,2023-07-08,9140,Quận Tân Bình,Đường Lê Văn Sỹ,77
18.0,190.0,0,0,"343/9c Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",2023-08-23,2023-09-07,12467,Quận Tân Bình,Đường Nguyễn Trọng Tuyển,40
18.0,65.0,5,4,"Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh",2023-10-06,2023-10-21,13546,Quận Tân Bình,Đường Bàu Cát,17
15.0,75.0,2,3,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",2023-12-08,2023-12-22,18137,Quận 1,Đường Trần Hưng Đạo,13
30.0,280.0,6,5,"525/10a Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-07-13,2023-07-28,10013,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,50
21.0,78.0,5,6,"499/1 Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",2023-05-09,2023-05-24,5744,Quận Gò Vấp,Đường Quang Trung,117
32.0,100.0,5,4,"78C Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-04-11,2023-04-26,5413,Quận Phú Nhuận,Đường Hoa Sứ,34
30.0,64.0,4,4,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-04-25,2023-05-10,4279,Quận 1,Đường Trần Khắc Chân,74
33.0,81.0,3,4,"220/7F Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-05-11,2023-05-26,6373,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,24
41.0,96.0,3,4,"64A Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-01,2023-08-16,11247,Quận Tân Bình,Đường Út Tịch,41
30.0,80.0,0,0,"382/ Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",2023-06-19,2023-07-04,8735,Quận 3,Đường Nguyễn Thị Minh Khai,69
27.0,290.0,5,0,"247/12 Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-05-09,2023-05-24,5023,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,68
23.0,48.0,0,0,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",2023-07-24,2023-08-08,10982,Quận 3,Đường Nguyễn Đình Chiểu,55
33.0,250.0,4,5,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-07,2023-12-21,17919,Quận 1,Đường Nguyễn Văn Nguyễn,16
18.0,81.0,5,4,"860/12A Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-09-21,2023-10-06,13123,Quận Bình Thạnh,Đường Xô Viết Nghệ Tĩnh,68
20.0,76.0,5,4,"62C Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",2023-10-13,2023-10-28,14081,Quận Tân Bình,Đường Nhất Chi Mai,62
70.0,75.0,4,5,"Đường Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",2023-08-15,2023-08-30,11898,Quận 1,Đường Đề Thám,72
25.0,85.0,4,3,"40/6A Đường Lam Sơn, Phường 2, Tân Bình, Hồ Chí Minh",2023-09-16,2023-10-01,13033,Quận Tân Bình,Đường Lam Sơn,45
55.0,450.0,6,7,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-12-17,2023-12-31,19636,Quận Tân Bình,Đường Phổ Quang,9
38.0,144.0,5,0,"220/3C Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-06-16,2023-07-01,8657,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,32
9.0,40.0,0,0,"151 Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-06-23,2023-07-08,9105,Quận Phú Nhuận,Đường Nguyễn Đình Chính,46
28.0,80.0,4,3,"181Bis Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",2023-03-24,2023-04-08,4902,Quận 10,Đường 3/2,115
38.0,120.0,4,3,"198C Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-03-10,2023-03-25,4161,Quận Phú Nhuận,Đường Phan Xích Long,43
26.0,90.0,5,4,"220/3C Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-03-28,2023-04-12,4962,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,52
50.0,80.0,5,6,"23 Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",2023-05-06,2023-05-21,6207,Quận 1,Đường Bùi Thị Xuân,74
20.0,76.0,4,3,"26A Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Hồ Chí Minh",2023-03-17,2023-04-01,4570,Quận Bình Thạnh,Đường Chu Văn An,74
38.0,120.0,3,4,"26A Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-10-13,2023-10-28,14098,Quận Phú Nhuận,Đường Hoa Phượng,54
18.0,78.0,3,3,"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",2023-08-25,2023-09-09,12545,Quận Tân Bình,Đường Phạm Văn Hai,69
26.0,95.0,4,3,"312A Đường Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",2023-03-14,2023-03-29,4352,Quận Bình Thạnh,Đường Chu Văn An,83
30.0,106.0,5,4,"343C Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",2023-04-26,2023-05-11,6019,Quận Tân Bình,Đường Nguyễn Trọng Tuyển,48
30.0,250.0,4,3,"347/8a Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-06-13,2023-06-28,8141,Quận Bình Thạnh,Đường Chu Văn An,38
35.0,60.0,4,5,"377A Đường Trần Bình Trọng, Phường 1, Quận 10, Hồ Chí Minh",2023-05-03,2023-05-18,6123,Quận 10,Đường Trần Bình Trọng,70
45.0,187.0,3,3,"38/8C Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-04-19,2023-05-04,3738,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,51
25.0,77.0,0,0,"386/21A Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",2023-08-14,2023-08-29,11856,Quận 3,Đường Lê Văn Sỹ,48
40.0,120.0,5,5,"39a Đường Lam Sơn, Phường 6, Bình Thạnh, Hồ Chí Minh",2023-04-11,2023-04-26,4854,Quận Bình Thạnh,Đường Lam Sơn,76
15.0,108.0,4,5,"Đường Cư Xá Bắc Hải, Phường 15, Quận 10, Hồ Chí Minh",2023-01-14,2023-01-29,2620,Quận 10,Đường Cư Xá Bắc Hải,73
22.0,63.0,0,0,"199/18 Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",2023-07-29,2023-08-13,11179,Quận Bình Thạnh,Đường Lê Quang Định,83
15.0,45.0,4,5,"Đường Cư Xá Bắc Hải, Phường 15, Quận 10, Hồ Chí Minh",2023-02-09,2023-02-24,3205,Quận 10,Đường Cư Xá Bắc Hải,66
15.0,48.0,3,4,"Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",2023-04-21,2023-05-06,5785,Quận Tân Bình,Đường Út Tịch,61
12.0,60.0,1,3,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",2023-07-03,2023-07-18,9610,Quận 5,Đường An Dương Vương,40
25.0,95.0,4,5,"46A Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-04-21,2023-05-06,5758,Quận Phú Nhuận,Đường Nguyễn Công Hoan,62
28.0,90.0,5,4,"48/5b Đường Hồ Biểu Chánh, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-04-06,2023-04-21,5252,Quận Phú Nhuận,Đường Hồ Biểu Chánh,28
35.0,100.0,3,0,"5b Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-10-16,2023-10-31,14167,Quận Tân Bình,Đường Phổ Quang,18
25.0,250.0,4,4,"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",2023-12-07,2023-12-21,18078,Quận Bình Thạnh,Đường Bùi Đình Túy,16
10.5,48.0,3,2,"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",2023-10-13,2023-10-28,14032,Quận Gò Vấp,Đường Lê Đức Thọ,43
18.0,48.0,5,4,"38/3 Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-09-21,2023-10-06,13121,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,68
30.0,64.0,6,6,"Đường 3, Phường 9, Gò Vấp, Hồ Chí Minh",2023-10-19,2023-11-03,14429,Quận Gò Vấp,Đường 3,39
40.0,99.0,6,4,"156/8 Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-02-23,2023-03-10,3117,Quận Tân Bình,Đường Cộng Hòa,32
20.0,81.0,0,0,"72/6A Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",2023-06-28,2023-07-13,9398,Quận Tân Bình,Đường Nguyễn Hồng Đào,46
25.0,83.0,3,4,"7a Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",2023-03-15,2023-03-30,4414,Quận 10,Đường Thành Thái,33
15.0,71.0,3,3,"1036/4A Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-05-10,2023-05-25,6312,Quận Tân Bình,Đường Cách Mạng Tháng Tám,40
38.0,122.0,4,5,"86/12 Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-03-21,2023-04-05,4721,Quận Tân Bình,Đường Phổ Quang,36
15.0,76.0,3,3,"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",2023-04-15,2023-04-30,5578,Quận Tân Bình,Đường Nhất Chi Mai,50
30.0,80.0,3,4,"Đường Đề Thám, Phường Cô Giang, Quận 1, Hồ Chí Minh",2023-05-16,2023-05-31,6595,Quận 1,Đường Đề Thám,77
17.0,76.0,5,6,"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",2023-04-27,2023-05-12,6083,Quận Bình Tân,Đường Lê Văn Quới,115
50.0,300.0,6,5,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-12-09,2023-12-24,18017,Quận 10,Đường Sư Vạn Hạnh,1
35.0,144.0,6,4,"38/8C Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-02-17,2023-03-04,3466,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,26
35.0,144.0,6,4,"38/8C Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-02-18,2023-03-05,3499,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,23
22.0,75.0,0,0,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",2023-04-19,2023-05-04,5729,Quận 1,Đường Nguyễn Cư Trinh,69
20.0,79.0,4,3,"450/3A Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-04-15,2023-04-30,5103,Quận Phú Nhuận,Đường Phan Xích Long,37
35.0,99.0,5,4,"486/8A Đường Phan Xích Long, Phường 6, Phú Nhuận, Hồ Chí Minh",2023-04-21,2023-05-06,3486,Quận Phú Nhuận,Đường Phan Xích Long,74
25.0,56.0,4,4,"343A Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-02-18,2023-03-05,3538,Quận 10,Đường Sư Vạn Hạnh,35
18.0,72.0,4,3,"Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",2023-02-09,2023-02-24,3218,Quận Tân Bình,Đường Thăng Long,21
24.0,53.0,4,4,"391/3 Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",2023-04-20,2023-05-05,4400,Quận 1,Đường Trần Hưng Đạo,79
20.0,72.0,5,4,"128/4 Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",2023-02-23,2023-03-10,2813,Quận Tân Bình,Đường Phạm Văn Hai,82
25.0,68.0,4,5,"178C Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-05-22,2023-06-06,6718,Quận Phú Nhuận,Đường Phan Đăng Lưu,37
18.0,65.0,2,3,"Hẻm 2 Đường Chấn Hưng, Phường 6, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10642,Quận Tân Bình,Đường Chấn Hưng,58
13.0,50.0,2,3,"137/5A Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-07-03,2023-07-18,9652,Quận Phú Nhuận,Đường Lê Văn Sỹ,36
20.0,78.0,5,4,"2/6A Đường Chấn Hưng, Phường 6, Tân Bình, Hồ Chí Minh",2023-08-31,2023-09-15,11749,Quận Tân Bình,Đường Chấn Hưng,62
33.0,240.0,4,5,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-08,2023-12-22,18258,Quận 1,Đường Nguyễn Văn Nguyễn,8
